Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 745",-1.266577485606e+01,2.675545196553e+02,1.769609694409e+02,-1.268865799298e+01,2.870245911685e+02,1.771011954104e+02,-2.288313692383e-02,1.947007151324e+01,1.402259695326e-01
"                 746",-1.265462830323e+01,2.675612512481e+02,1.769656489265e+02,-1.267751549697e+01,2.870333404481e+02,1.771054049266e+02,-2.288719373431e-02,1.947208919999e+01,1.397560000939e-01
"                 747",-1.263779534974e+01,2.675671566741e+02,1.769659565946e+02,-1.266066462098e+01,2.870412403202e+02,1.771052840189e+02,-2.286927124513e-02,1.947408364618e+01,1.393274242229e-01
"                 748",-1.262960835130e+01,2.675738891113e+02,1.769710993723e+02,-1.265245900023e+01,2.870499871966e+02,1.771099863783e+02,-2.285064893190e-02,1.947609808531e+01,1.388870060123e-01
"                 749",-1.261597660588e+01,2.675800586039e+02,1.769720055418e+02,-1.263878155508e+01,2.870581419527e+02,1.771105119388e+02,-2.280494920546e-02,1.947808334877e+01,1.385063970050e-01
"                 750",-1.260947838630e+01,2.675868584119e+02,1.769776891481e+02,-1.263225746136e+01,2.870669254095e+02,1.771158092755e+02,-2.277907505782e-02,1.948006699758e+01,1.381201274006e-01
"                 751",-1.259715750677e+01,2.675921358912e+02,1.769781493568e+02,-1.261989965159e+01,2.870741297358e+02,1.771159354341e+02,-2.274214481417e-02,1.948199384469e+01,1.377860772668e-01
"                 752",-1.259377124494e+01,2.675967729096e+02,1.769823707937e+02,-1.261650448346e+01,2.870806766399e+02,1.771198057862e+02,-2.273323851934e-02,1.948390373034e+01,1.374349924550e-01
"                 753",-1.258637691666e+01,2.675996774499e+02,1.769811085584e+02,-1.260907771286e+01,2.870854383129e+02,1.771182349979e+02,-2.270079619310e-02,1.948576086300e+01,1.371264394872e-01
"                 754",-1.258608031425e+01,2.676029459184e+02,1.769844301327e+02,-1.260872970147e+01,2.870905668675e+02,1.771212166782e+02,-2.264938722621e-02,1.948762094918e+01,1.367865454777e-01
"                 755",-1.257772786772e+01,2.676055206245e+02,1.769826871975e+02,-1.260028118192e+01,2.870949652979e+02,1.771191687291e+02,-2.255331419106e-02,1.948944467339e+01,1.364815315684e-01
"                 756",-1.257427804112e+01,2.676084362815e+02,1.769854634438e+02,-1.259676120658e+01,2.870997130909e+02,1.771216070510e+02,-2.248316546038e-02,1.949127680936e+01,1.361436071717e-01
"                 757",-1.256322639597e+01,2.676106384098e+02,1.769831969908e+02,-1.258562553510e+01,2.871037366420e+02,1.771190412436e+02,-2.239913912916e-02,1.949309823221e+01,1.358442528092e-01
"                 758",-1.255856632748e+01,2.676142693065e+02,1.769863358865e+02,-1.258089921735e+01,2.871092353195e+02,1.771218528230e+02,-2.233288986787e-02,1.949496601305e+01,1.355169364843e-01
"                 759",-1.254782086127e+01,2.676186110953e+02,1.769854803298e+02,-1.257007558286e+01,2.871154496902e+02,1.771207044681e+02,-2.225472159314e-02,1.949683859485e+01,1.352241383093e-01
"                 760",-1.254420541788e+01,2.676247552369e+02,1.769902669755e+02,-1.256640164841e+01,2.871235096712e+02,1.771251632967e+02,-2.219623053197e-02,1.949875443433e+01,1.348963212492e-01
"                 761",-1.253381890219e+01,2.676307845420e+02,1.769905701342e+02,-1.255593751904e+01,2.871314526594e+02,1.771251734312e+02,-2.211861684728e-02,1.950066811739e+01,1.346032970308e-01
"                 762",-1.252844830594e+01,2.676372160012e+02,1.769958424062e+02,-1.255052581732e+01,2.871398232480e+02,1.771301181439e+02,-2.207751138753e-02,1.950260724684e+01,1.342757376088e-01
"                 763",-1.251608752963e+01,2.676422404055e+02,1.769965277660e+02,-1.253811939214e+01,2.871467666144e+02,1.771305248994e+02,-2.203186250563e-02,1.950452620888e+01,1.339971333635e-01
"                 764",-1.251032033163e+01,2.676468038502e+02,1.770023790717e+02,-1.253230836659e+01,2.871532768161e+02,1.771360849545e+02,-2.198803495636e-02,1.950647296596e+01,1.337058828393e-01
"                 765",-1.250021096864e+01,2.676502111104e+02,1.770036520553e+02,-1.252211647628e+01,2.871586106742e+02,1.771371320413e+02,-2.190550763571e-02,1.950839956385e+01,1.334799860013e-01
"                 766",-1.249624948956e+01,2.676544157065e+02,1.770101155418e+02,-1.251807989160e+01,2.871647423681e+02,1.771433539818e+02,-2.183040203311e-02,1.951032666168e+01,1.332384400539e-01
"                 767",-1.248648312489e+01,2.676584089324e+02,1.770117144460e+02,-1.250822137424e+01,2.871706073876e+02,1.771447647014e+02,-2.173824935034e-02,1.951219845525e+01,1.330502553266e-01
"                 768",-1.248311649024e+01,2.676625322323e+02,1.770173203616e+02,-1.250477474662e+01,2.871765936023e+02,1.771501509838e+02,-2.165825638195e-02,1.951406137001e+01,1.328306221539e-01
"                 769",-1.247473345508e+01,2.676645208699e+02,1.770173148201e+02,-1.249629504977e+01,2.871803963417e+02,1.771499698639e+02,-2.156159469002e-02,1.951587547174e+01,1.326550438398e-01
"                 770",-1.247305072064e+01,2.676651794804e+02,1.770215227744e+02,-1.249452369067e+01,2.871828825422e+02,1.771539690817e+02,-2.147297002809e-02,1.951770306174e+01,1.324463072856e-01
"                 771",-1.246568823064e+01,2.676640537261e+02,1.770208610421e+02,-1.248705695580e+01,2.871835631873e+02,1.771531460479e+02,-2.136872515658e-02,1.951950946122e+01,1.322850057638e-01
"                 772",-1.246392326489e+01,2.676633075069e+02,1.770247144995e+02,-1.248522787075e+01,2.871846365849e+02,1.771567973196e+02,-2.130460585657e-02,1.952132907803e+01,1.320828200714e-01
"                 773",-1.245595564028e+01,2.676623113643e+02,1.770237837007e+02,-1.247720254382e+01,2.871854403321e+02,1.771557054550e+02,-2.124690353400e-02,1.952312896784e+01,1.319217543301e-01
"                 774",-1.245137418517e+01,2.676627103886e+02,1.770280807851e+02,-1.247257974902e+01,2.871876773912e+02,1.771598016020e+02,-2.120556385887e-02,1.952496700263e+01,1.317208169297e-01
"                 775",-1.243920613756e+01,2.676637756831e+02,1.770282930007e+02,-1.246035097542e+01,2.871905705561e+02,1.771598480968e+02,-2.114483786769e-02,1.952679487301e+01,1.315550961321e-01
"                 776",-1.243337196308e+01,2.676668525309e+02,1.770345409525e+02,-1.245447847220e+01,2.871955060801e+02,1.771658886514e+02,-2.110650912180e-02,1.952865354921e+01,1.313476989106e-01
"                 777",-1.242406956239e+01,2.676705324248e+02,1.770369457067e+02,-1.244513407679e+01,2.872010298073e+02,1.771681303498e+02,-2.106451439662e-02,1.953049738251e+01,1.311846431203e-01
"                 778",-1.242249489812e+01,2.676754009587e+02,1.770445512602e+02,-1.244355580763e+01,2.872077681812e+02,1.771755299633e+02,-2.106090951620e-02,1.953236722253e+01,1.309787031290e-01
"                 779",-1.241516081702e+01,2.676795427192e+02,1.770466722718e+02,-1.243620051127e+01,2.872137501868e+02,1.771774886747e+02,-2.103969425230e-02,1.953420746758e+01,1.308164028283e-01
"                 780",-1.241346711211e+01,2.676840535238e+02,1.770527208078e+02,-1.243447131542e+01,2.872201250643e+02,1.771833430211e+02,-2.100420330248e-02,1.953607154054e+01,1.306222133022e-01
"                 781",-1.240585432681e+01,2.676877074735e+02,1.770531595210e+02,-1.242676592683e+01,2.872256206681e+02,1.771836424920e+02,-2.091160002494e-02,1.953791319457e+01,1.304829710209e-01
"                 782",-1.240480379579e+01,2.676925127135e+02,1.770584685838e+02,-1.242560470085e+01,2.872322875717e+02,1.771887791781e+02,-2.080090506276e-02,1.953977485819e+01,1.303105942542e-01
"                 783",-1.239784931040e+01,2.676970469094e+02,1.770588083339e+02,-1.241852119345e+01,2.872386459126e+02,1.771890019232e+02,-2.067188304059e-02,1.954159900323e+01,1.301935892447e-01
"                 784",-1.239875837347e+01,2.677018178848e+02,1.770636453489e+02,-1.241932065918e+01,2.872452560918e+02,1.771936882302e+02,-2.056228570994e-02,1.954343820700e+01,1.300428812750e-01
"                 785",-1.239534687562e+01,2.677047152385e+02,1.770624144161e+02,-1.241578094401e+01,2.872499560905e+02,1.771923562043e+02,-2.043406838956e-02,1.954524085200e+01,1.299417881165e-01
"                 786",-1.239889453532e+01,2.677076628803e+02,1.770654612835e+02,-1.241920594443e+01,2.872547170906e+02,1.771952625878e+02,-2.031140911022e-02,1.954705421034e+01,1.298013042496e-01
"                 787",-1.239649324814e+01,2.677093322417e+02,1.770632442386e+02,-1.241669334417e+01,2.872581496748e+02,1.771929492975e+02,-2.020009603262e-02,1.954881743309e+01,1.297050589395e-01
"                 788",-1.240168106297e+01,2.677113608896e+02,1.770658908435e+02,-1.242182397463e+01,2.872619424773e+02,1.771954449367e+02,-2.014291166266e-02,1.955058158776e+01,1.295540931557e-01
"                 789",-1.239974246216e+01,2.677121468373e+02,1.770639414767e+02,-1.241983327932e+01,2.872644563126e+02,1.771933813341e+02,-2.009081716042e-02,1.955230947528e+01,1.294398573964e-01
"                 790",-1.240060469280e+01,2.677140876292e+02,1.770680521658e+02,-1.242067178307e+01,2.872681541226e+02,1.771973346880e+02,-2.006709026262e-02,1.955406649343e+01,1.292825221722e-01
"                 791",-1.239096182751e+01,2.677159142899e+02,1.770685434858e+02,-1.241099928966e+01,2.872717128477e+02,1.771977082242e+02,-2.003746215063e-02,1.955579855780e+01,1.291647383755e-01
"                 792",-1.238589253350e+01,2.677194958159e+02,1.770751966793e+02,-1.240592014342e+01,2.872770469660e+02,1.772041923525e+02,-2.002760992262e-02,1.955755115009e+01,1.289956731397e-01
"                 793",-1.237535573730e+01,2.677226919281e+02,1.770775071030e+02,-1.239537794928e+01,2.872819539629e+02,1.772063693739e+02,-2.002221197722e-02,1.955926203475e+01,1.288622708456e-01
"                 794",-1.237266465549e+01,2.677268818122e+02,1.770850560803e+02,-1.239271561218e+01,2.872878622488e+02,1.772137297130e+02,-2.005095668306e-02,1.956098043665e+01,1.286736326538e-01
"                 795",-1.236467085571e+01,2.677296410003e+02,1.770874495127e+02,-1.238471863585e+01,2.872923046904e+02,1.772159730189e+02,-2.004778013519e-02,1.956266369014e+01,1.285235062268e-01
"                 796",-1.236276471638e+01,2.677323473365e+02,1.770940454796e+02,-1.238278344173e+01,2.872967332452e+02,1.772223815540e+02,-2.001872535651e-02,1.956438590866e+01,1.283360743291e-01
"                 797",-1.235377618169e+01,2.677328716054e+02,1.770951612727e+02,-1.237372632777e+01,2.872989658096e+02,1.772233750939e+02,-1.995014607679e-02,1.956609420422e+01,1.282138211703e-01
"                 798",-1.234993680256e+01,2.677336524399e+02,1.771004974343e+02,-1.236982532093e+01,2.873014882310e+02,1.772285650553e+02,-1.988851837162e-02,1.956783579107e+01,1.280676209525e-01
"                 799",-1.234003879283e+01,2.677329022875e+02,1.771003497661e+02,-1.235986158205e+01,2.873024452994e+02,1.772283316560e+02,-1.982278922451e-02,1.956954301190e+01,1.279818898861e-01
"                 800",-1.233922497028e+01,2.677325514204e+02,1.771040615538e+02,-1.235900002005e+01,2.873038156550e+02,1.772319240709e+02,-1.977504977421e-02,1.957126423459e+01,1.278625170831e-01
"                 801",-1.233435867208e+01,2.677311964641e+02,1.771022806575e+02,-1.235406596592e+01,2.873041431176e+02,1.772300762401e+02,-1.970729383659e-02,1.957294665348e+01,1.277955826111e-01
"                 802",-1.233606916177e+01,2.677315198632e+02,1.771054011336e+02,-1.235571597029e+01,2.873061614811e+02,1.772330827448e+02,-1.964680851949e-02,1.957464161793e+01,1.276816111903e-01
